,Course1,Course2,Common Entities
1835,507AO,501B,"['information service needs', 'print', 'principles', 'user communities', 'access']"
1836,507AO2,508AO,['enrollment']
1837,507AO2,508AO2,['enrollment']
1838,507AO2,515A,"['media', 'print']"
1839,507AO2,515AO,"['media', 'print']"
1840,507AO2,518AO,"['technologies', 'access', 'media', 'principles']"
1841,507AO2,528A,"['media', 'principles']"
1842,507AO2,530C,['enrollment']
1843,507AO2,530I,['structures']
1844,507AO2,547AO,['access']
1845,507AO2,548A,['concepts']
1846,507AO2,559A,['concepts']
1847,507AO2,560AO,"['technologies', 'access', 'enrollment']"
1848,507AO2,561A,['enrollment']
1849,507AO2,561AO,['enrollment']
1850,507AO2,561B,['enrollment']
1851,507AO2,581AO,"['access', 'practices', 'principles']"
1852,507AO2,582AO,['access']
1853,507AO2,586A,['standards']
1854,507AO2,586AO,['standards']
1855,507AO2,590DHO,"['context', 'technologies', 'concepts']"
1856,507AO2,590DT,['principles']
1857,507AO2,390CC,['practices']
1858,507AO2,390RGI,"['technologies', 'practices']"
1859,507AO2,390W1A,"['technologies', 'principles']"
1860,507AO2,390W1B,"['technologies', 'principles']"
1861,507AO2,404AG,['print']
1862,507AO2,404AO,['print']
1863,507AO2,404AU,['print']
1864,507AO2,445AG,['print']
1865,507AO2,445AO,['print']
1866,507AO2,445AU,['print']
1867,507AO2,451A,"['technologies', 'concepts']"
1868,507AO2,451AO,"['technologies', 'concepts']"
1869,507AO2,452AG,['concepts']
1870,507AO2,452AO,['concepts']
1871,507AO2,452AU,['concepts']
1872,507AO2,452BG,['concepts']
1873,507AO2,452BU,['concepts']
1874,507AO2,457IDG,['technologies']
1875,507AO2,457IDU,['technologies']
1876,507AO2,458AO,['concepts']
1877,507AO2,461AG,['access']
1878,507AO2,461AO,['access']
1879,507AO2,461AU,['access']
1880,507AO2,462G4,"['technologies', 'concepts', 'practices', 'principles']"
1881,507AO2,462UG3,"['technologies', 'concepts', 'practices', 'principles']"
1882,507AO2,490GI,['context']
1883,507AO2,490ITG,['context']
1884,507AO2,490ITU,['context']
1885,507AO2,490TEO,['concepts']
1886,507AO2,501A,"['information service needs', 'print', 'principles', 'user communities', 'access']"
1887,507AO2,501AO,"['information service needs', 'print', 'principles', 'user communities', 'access']"
1888,507AO2,501AO2,"['information service needs', 'print', 'principles', 'user communities', 'access']"
1889,507AO2,501B,"['information service needs', 'print', 'principles', 'user communities', 'access']"
1890,508AO,508AO2,"['marketplace', 'issues', 'collaboration', 'document delivery', 'development', 'collection development policies', 'cooperation', 'budget allocation', 'management', 'collection assessment', 'school libraries', 'publishing', 'enrollment', 'collections']"
1891,508AO,515A,['issues']
1892,508AO,515AO,['issues']
1893,508AO,528A,"['collections', 'issues', 'publishing']"
1894,508AO,530C,['enrollment']
1895,508AO,531AO,"['issues', 'management']"
1896,508AO,543A,['management']
1897,508AO,543B,['management']
1898,508AO,543C,['management']
1899,508AO,545AO,['issues']
1900,508AO,547AO,['issues']
1901,508AO,548A,['collections']
1902,508AO,560AO,['enrollment']
1903,508AO,561A,['enrollment']
1904,508AO,561AO,['enrollment']
1905,508AO,561B,['enrollment']
1906,508AO,562AO,['issues']
1907,508AO,567AO,['issues']
1908,508AO,568AO,['issues']
1909,508AO,580AO,['issues']
1910,508AO,581AO,"['issues', 'collections']"
1911,508AO,582AO,"['development', 'collections']"
1912,508AO,586A,['management']
1913,508AO,586AO,['management']
1914,508AO,390W1A,['development']
1915,508AO,390W1B,['development']
1916,508AO,458AO,['issues']
1917,508AO,461AG,"['development', 'collections']"
1918,508AO,461AO,"['development', 'collections']"
1919,508AO,461AU,"['development', 'collections']"
1920,508AO,462G4,['issues']
1921,508AO,462UG3,['issues']
1922,508AO,490GHU,['issues']
1923,508AO,490TEO,"['management', 'development']"
1924,508AO,502A,['issues']
1925,508AO,502AO,['issues']
1926,508AO,502AO2,['issues']
1927,508AO,502AO3,['issues']
1928,508AO2,515A,['issues']
1929,508AO2,515AO,['issues']
1930,508AO2,528A,"['collections', 'issues', 'publishing']"
1931,508AO2,530C,['enrollment']
1932,508AO2,531AO,"['issues', 'management']"
1933,508AO2,543A,['management']
1934,508AO2,543B,['management']
1935,508AO2,543C,['management']
1936,508AO2,545AO,['issues']
1937,508AO2,547AO,['issues']
1938,508AO2,548A,['collections']
1939,508AO2,560AO,['enrollment']
1940,508AO2,561A,['enrollment']
1941,508AO2,561AO,['enrollment']
1942,508AO2,561B,['enrollment']
1943,508AO2,562AO,['issues']
1944,508AO2,567AO,['issues']
1945,508AO2,568AO,['issues']
1946,508AO2,580AO,['issues']
1947,508AO2,581AO,"['issues', 'collections']"
1948,508AO2,582AO,"['development', 'collections']"
1949,508AO2,586A,['management']
1950,508AO2,586AO,['management']
1951,508AO2,390W1A,['development']
1952,508AO2,390W1B,['development']
1953,508AO2,458AO,['issues']
1954,508AO2,461AG,"['development', 'collections']"
1955,508AO2,461AO,"['development', 'collections']"
1956,508AO2,461AU,"['development', 'collections']"
1957,508AO2,462G4,['issues']
1958,508AO2,462UG3,['issues']
1959,508AO2,490GHU,['issues']
1960,508AO2,490TEO,"['management', 'development']"
1961,508AO2,502A,['issues']
1962,508AO2,502AO,['issues']
1963,508AO2,502AO2,['issues']
1964,508AO2,502AO3,['issues']
1965,515A,515AO,"['change', 'librarians', 'print', 'music', 'property', 'types', 'role', 'production', 'media education', 'texts', 'race', 'media literacy', 'understandings', 'methods', 'catalyst', 'games', 'Topics', 'issues', 'media', 'knowledge', 'consumption', 'professionals', 'images', 'literacy']"
1966,515A,516A,"['knowledge', 'literacy']"
1967,515A,516AO,"['knowledge', 'literacy']"
1968,515A,518AO,"['professionals', 'media']"
1969,515A,525AO,['types']
1970,515A,527AO,"['role', 'literacy']"
1971,515A,528A,"['issues', 'media']"
1972,515A,531AO,"['property', 'issues']"
1973,515A,539A,['knowledge']
1974,515A,539AO,['knowledge']
1975,515A,543A,['knowledge']
1976,515A,543B,['knowledge']
1977,515A,543C,['knowledge']
1978,515A,545AO,"['Topics', 'issues']"
1979,515A,547AO,"['issues', 'literacy', 'race']"
1980,515A,559A,['methods']
1981,515A,561A,['methods']
1982,515A,561AO,['methods']
1983,515A,561B,['methods']
1984,515A,562AO,"['role', 'issues']"
1985,515A,567AO,"['issues', 'librarians']"
1986,515A,568AO,"['issues', 'librarians']"
1987,515A,580AO,['issues']
1988,515A,581AO,"['Topics', 'issues', 'types']"
1989,515A,586A,"['methods', 'Topics']"
1990,515A,586AO,"['methods', 'Topics']"
1991,515A,590AT,"['librarians', 'literacy']"
1992,515A,590BBO,['knowledge']
1993,515A,590DHO,['methods']
1994,515A,390CC,"['knowledge', 'images', 'production']"
1995,515A,390RGI,"['knowledge', 'race', 'production']"
1996,515A,390W1A,"['knowledge', 'role', 'Topics', 'production']"
1997,515A,390W1B,"['knowledge', 'role', 'Topics', 'production']"
1998,515A,404AG,['print']
1999,515A,404AO,['print']
2000,515A,404AU,['print']
2001,515A,445AG,['print']
2002,515A,445AO,['print']
2003,515A,445AU,['print']
2004,515A,451A,['knowledge']
2005,515A,451AO,['knowledge']
2006,515A,458AO,"['methods', 'issues']"
2007,515A,462G4,['issues']
2008,515A,462UG3,['issues']
2009,515A,490DB,"['knowledge', 'production']"
2010,515A,490DBO,"['knowledge', 'production']"
2011,515A,490GHU,"['knowledge', 'issues', 'production']"
2012,515A,490GI,"['knowledge', 'production']"
2013,515A,490ITG,"['knowledge', 'production']"
2014,515A,490ITU,"['methods', 'knowledge', 'production']"
2015,515A,490SMG,"['Topics', 'change', 'knowledge', 'role', 'production']"
2016,515A,490SMU,"['Topics', 'change', 'knowledge', 'role', 'production']"
2017,515A,490TEO,"['methods', 'knowledge', 'production']"
2018,515A,501A,"['methods', 'knowledge', 'print']"
2019,515A,501AO,"['methods', 'knowledge', 'print']"
2020,515A,501AO2,"['methods', 'knowledge', 'print']"
2021,515A,501B,"['methods', 'knowledge', 'print']"
2022,515A,502A,"['role', 'literacy', 'issues']"
2023,515A,502AO,"['role', 'literacy', 'issues']"
2024,515A,502AO2,"['role', 'literacy', 'issues']"
2025,515A,502AO3,"['role', 'literacy', 'issues']"
2026,515AO,516A,"['knowledge', 'literacy']"
2027,515AO,516AO,"['knowledge', 'literacy']"
2028,515AO,518AO,"['professionals', 'media']"
2029,515AO,525AO,['types']
2030,515AO,527AO,"['role', 'literacy']"
2031,515AO,528A,"['issues', 'media']"
2032,515AO,531AO,"['property', 'issues']"
2033,515AO,539A,['knowledge']
2034,515AO,539AO,['knowledge']
2035,515AO,543A,['knowledge']
2036,515AO,543B,['knowledge']
2037,515AO,543C,['knowledge']
2038,515AO,545AO,"['Topics', 'issues']"
2039,515AO,547AO,"['issues', 'literacy', 'race']"
2040,515AO,559A,['methods']
2041,515AO,561A,['methods']
2042,515AO,561AO,['methods']
2043,515AO,561B,['methods']
2044,515AO,562AO,"['role', 'issues']"
2045,515AO,567AO,"['issues', 'librarians']"
2046,515AO,568AO,"['issues', 'librarians']"
2047,515AO,580AO,['issues']
2048,515AO,581AO,"['Topics', 'issues', 'types']"
2049,515AO,586A,"['methods', 'Topics']"
2050,515AO,586AO,"['methods', 'Topics']"
2051,515AO,590AT,"['librarians', 'literacy']"
2052,515AO,590BBO,['knowledge']
2053,515AO,590DHO,['methods']
2054,515AO,390CC,"['knowledge', 'images', 'production']"
2055,515AO,390RGI,"['knowledge', 'race', 'production']"
2056,515AO,390W1A,"['knowledge', 'role', 'Topics', 'production']"
2057,515AO,390W1B,"['knowledge', 'role', 'Topics', 'production']"
2058,515AO,404AG,['print']
2059,515AO,404AO,['print']
2060,515AO,404AU,['print']
2061,515AO,445AG,['print']
2062,515AO,445AO,['print']
2063,515AO,445AU,['print']
2064,515AO,451A,['knowledge']
2065,515AO,451AO,['knowledge']
2066,515AO,458AO,"['methods', 'issues']"
2067,515AO,462G4,['issues']
2068,515AO,462UG3,['issues']
2069,515AO,490DB,"['knowledge', 'production']"
2070,515AO,490DBO,"['knowledge', 'production']"
2071,515AO,490GHU,"['knowledge', 'issues', 'production']"
2072,515AO,490GI,"['knowledge', 'production']"
2073,515AO,490ITG,"['knowledge', 'production']"
2074,515AO,490ITU,"['methods', 'knowledge', 'production']"
2075,515AO,490SMG,"['Topics', 'change', 'knowledge', 'role', 'production']"
2076,515AO,490SMU,"['Topics', 'change', 'knowledge', 'role', 'production']"
2077,515AO,490TEO,"['methods', 'knowledge', 'production']"
2078,515AO,501A,"['methods', 'knowledge', 'print']"
2079,515AO,501AO,"['methods', 'knowledge', 'print']"
2080,515AO,501AO2,"['methods', 'knowledge', 'print']"
2081,515AO,501B,"['methods', 'knowledge', 'print']"
2082,515AO,502A,"['role', 'literacy', 'issues']"
2083,515AO,502AO,"['role', 'literacy', 'issues']"
2084,515AO,502AO2,"['role', 'literacy', 'issues']"
2085,515AO,502AO3,"['role', 'literacy', 'issues']"
2086,516A,516AO,"['adults', 'teachers', 'Readings', 'school library media centers', 'ages', 'School Library Information Specialists', 'projects', 'Students', 'emphasis', 'information needs', 'teaching', 'information literacy skills', 'competencies', 'children', 'K-12', 'knowledge', 'resources', 'instruction', 'skills', 'opportunities', 'learning', 'literacy']"
2087,516A,525AO,['emphasis']
2088,516A,527AO,['literacy']
2089,516A,528A,['adults']
2090,516A,530C,"['resources', 'skills', 'information needs']"
2091,516A,530I,"['Students', 'information needs']"
2092,516A,530MAO,['information needs']
2093,516A,539A,['knowledge']
2094,516A,539AO,['knowledge']
2095,516A,540A,"['projects', 'Students', 'emphasis', 'learning', 'skills']"
2096,516A,543A,['knowledge']
2097,516A,543B,['knowledge']
2098,516A,543C,['knowledge']
2099,516A,547AO,"['skills', 'literacy']"
2100,516A,559A,"['Students', 'skills']"
2101,516A,560AO,['Students']
2102,516A,568AO,['Students']
2103,516A,590AT,['literacy']
2104,516A,590BAO,['Students']
2105,516A,590BBO,"['knowledge', 'Students']"
2106,516A,590CRO,"['ages', 'Students']"
2107,516A,590DHO,"['skills', 'opportunities', 'projects']"
2108,516A,390CC,['knowledge']
2109,516A,390RGI,"['knowledge', 'opportunities']"
2110,516A,390W1A,"['knowledge', 'Students']"
2111,516A,390W1B,"['knowledge', 'Students']"
2112,516A,404AG,"['resources', 'ages', 'adults']"
2113,516A,404AO,"['resources', 'ages', 'adults']"
2114,516A,404AU,"['resources', 'ages', 'adults']"
2115,516A,409AG,"['learning', 'emphasis']"
2116,516A,409AO,"['learning', 'emphasis']"
2117,516A,409AO2,"['learning', 'emphasis']"
2118,516A,409AU,"['learning', 'emphasis']"
2119,516A,418AO,['projects']
2120,516A,418AU,['projects']
2121,516A,445AG,"['resources', 'ages']"
2122,516A,445AO,"['resources', 'ages']"
2123,516A,445AU,"['resources', 'ages']"
2124,516A,451A,['knowledge']
2125,516A,451AO,['knowledge']
2126,516A,457IDG,['skills']
2127,516A,457IDU,['skills']
2128,516A,458AO,['Students']
2129,516A,461AG,['Students']
2130,516A,461AO,['Students']
2131,516A,461AU,['Students']
2132,516A,462G4,['Students']
2133,516A,462UG3,['Students']
2134,516A,490DB,['knowledge']
2135,516A,490DBO,['knowledge']
2136,516A,490GHU,"['knowledge', 'opportunities', 'emphasis']"
2137,516A,490GI,['knowledge']
2138,516A,490ITG,['knowledge']
2139,516A,490ITU,"['knowledge', 'Students', 'skills', 'opportunities']"
2140,516A,490SMG,['knowledge']
2141,516A,490SMU,['knowledge']
2142,516A,490TEO,"['knowledge', 'skills', 'projects', 'Readings']"
2143,516A,501A,['knowledge']
2144,516A,501AO,['knowledge']
2145,516A,501AO2,['knowledge']
2146,516A,501B,['knowledge']
2147,516A,502A,['literacy']
2148,516A,502AO,['literacy']
2149,516A,502AO2,['literacy']
2150,516A,502AO3,['literacy']
2151,516AO,525AO,['emphasis']
2152,516AO,527AO,['literacy']
2153,516AO,528A,['adults']
2154,516AO,530C,"['resources', 'skills', 'information needs']"
2155,516AO,530I,"['Students', 'information needs']"
2156,516AO,530MAO,['information needs']
2157,516AO,539A,['knowledge']
2158,516AO,539AO,['knowledge']
2159,516AO,540A,"['projects', 'Students', 'emphasis', 'learning', 'skills']"
2160,516AO,543A,['knowledge']
2161,516AO,543B,['knowledge']
2162,516AO,543C,['knowledge']
2163,516AO,547AO,"['skills', 'literacy']"
2164,516AO,559A,"['Students', 'skills']"
2165,516AO,560AO,['Students']
2166,516AO,568AO,['Students']
2167,516AO,590AT,['literacy']
2168,516AO,590BAO,['Students']
2169,516AO,590BBO,"['knowledge', 'Students']"
2170,516AO,590CRO,"['ages', 'Students']"
2171,516AO,590DHO,"['skills', 'opportunities', 'projects']"
2172,516AO,390CC,['knowledge']
2173,516AO,390RGI,"['knowledge', 'opportunities']"
2174,516AO,390W1A,"['knowledge', 'Students']"
2175,516AO,390W1B,"['knowledge', 'Students']"
2176,516AO,404AG,"['resources', 'ages', 'adults']"
2177,516AO,404AO,"['resources', 'ages', 'adults']"
2178,516AO,404AU,"['resources', 'ages', 'adults']"
2179,516AO,409AG,"['learning', 'emphasis']"
2180,516AO,409AO,"['learning', 'emphasis']"
2181,516AO,409AO2,"['learning', 'emphasis']"
2182,516AO,409AU,"['learning', 'emphasis']"
2183,516AO,418AO,['projects']
2184,516AO,418AU,['projects']
2185,516AO,445AG,"['resources', 'ages']"
2186,516AO,445AO,"['resources', 'ages']"
2187,516AO,445AU,"['resources', 'ages']"
2188,516AO,451A,['knowledge']
2189,516AO,451AO,['knowledge']
2190,516AO,457IDG,['skills']
2191,516AO,457IDU,['skills']
2192,516AO,458AO,['Students']
2193,516AO,461AG,['Students']
2194,516AO,461AO,['Students']
2195,516AO,461AU,['Students']
2196,516AO,462G4,['Students']
2197,516AO,462UG3,['Students']
2198,516AO,490DB,['knowledge']
2199,516AO,490DBO,['knowledge']
2200,516AO,490GHU,"['knowledge', 'opportunities', 'emphasis']"
2201,516AO,490GI,['knowledge']
2202,516AO,490ITG,['knowledge']
2203,516AO,490ITU,"['knowledge', 'Students', 'skills', 'opportunities']"
2204,516AO,490SMG,['knowledge']
2205,516AO,490SMU,['knowledge']
2206,516AO,490TEO,"['knowledge', 'skills', 'projects', 'Readings']"
2207,516AO,501A,['knowledge']
2208,516AO,501AO,['knowledge']
2209,516AO,501AO2,['knowledge']
2210,516AO,501B,['knowledge']
2211,516AO,502A,['literacy']
2212,516AO,502AO,['literacy']
2213,516AO,502AO2,['literacy']
2214,516AO,502AO3,['literacy']
2215,518AO,527AO,"['education', 'communication']"
2216,518AO,528A,"['media', 'principles']"
2217,518AO,530C,['field']
2218,518AO,531AO,"['field', 'education']"
2219,518AO,532A,['communities']
2220,518AO,532AO,['communities']
2221,518AO,539A,['researchers']
2222,518AO,539AO,['researchers']
2223,518AO,545AO,['field']
2224,518AO,547AO,"['education', 'access']"
2225,518AO,560AO,"['technologies', 'access']"
2226,518AO,567AO,['education']
2227,518AO,568AO,['field']
2228,518AO,581AO,"['access', 'principles']"
2229,518AO,582AO,['access']
2230,518AO,583A,['field']
2231,518AO,590AT,['communication']
2232,518AO,590CA,['organizations']
2233,518AO,590DHO,['technologies']
2234,518AO,590DT,['principles']
2235,518AO,390CC,['communication']
2236,518AO,390RGI,"['technologies', 'communication']"
2237,518AO,390W1A,"['technologies', 'principles', 'communication']"
2238,518AO,390W1B,"['technologies', 'principles', 'communication']"
2239,518AO,409AG,['engagement']
2240,518AO,409AO,['engagement']
2241,518AO,409AO2,['engagement']
2242,518AO,409AU,['engagement']
2243,518AO,451A,['technologies']
2244,518AO,451AO,['technologies']
2245,518AO,457IDG,['technologies']
2246,518AO,457IDU,['technologies']
2247,518AO,461AG,['access']
2248,518AO,461AO,['access']
2249,518AO,461AU,['access']
2250,518AO,462G4,"['technologies', 'principles']"
2251,518AO,462UG3,"['technologies', 'principles']"
2252,518AO,490DB,['communication']
2253,518AO,490DBO,['communication']
2254,518AO,490GHU,"['education', 'communication']"
2255,518AO,490GI,['communication']
2256,518AO,490ITG,['communication']
